Episode,Score,Record,Total Score,Mean Score,Epsilon,Loss
1,0,0,0,0.0,80,
2,0,0,0,0.0,79,
3,0,0,0,0.0,78,
4,0,0,0,0.0,77,
5,0,0,0,0.0,76,
6,1,1,1,0.16666666666666666,75,
7,0,1,1,0.14285714285714285,74,
