Episode,Score,Record,Total Score,Mean Score,Epsilon,Loss
1,0,0,0,0.0,80,
2,0,0,0,0.0,79,
3,1,1,1,0.3333333333333333,78,
4,0,1,1,0.25,77,
5,0,1,1,0.2,76,
6,0,1,1,0.16666666666666666,75,
7,0,1,1,0.14285714285714285,74,
8,0,1,1,0.125,73,
9,0,1,1,0.1111111111111111,72,
10,0,1,1,0.1,71,
11,0,1,1,0.09090909090909091,70,
12,1,1,2,0.16666666666666666,69,
13,1,1,3,0.23076923076923078,68,
14,1,1,4,0.2857142857142857,67,
15,0,1,4,0.26666666666666666,66,
